id,sector,aislacion,calefactor,humedad,consumo,velocidad,temperatura
51,1,0,7.59089811060717,13.9208653741311,25.8951142777382,21.9878439200558,-0.11784845554275
52,2,0,7.40504122302458,13.4713155165624,25.62803722581,23.7147892617181,2.1622231429168
53,2,0,4.39469281118363,16.3127695516265,29.2504752850288,21.9941325327669,1.2365392204526
54,0,0,1.03051735088229,13.5836632592105,24.0205297208244,26.6455400697602,3.5273765540029
55,0,1,1.33368707967591,6.96953230615497,6.95243969939678,26.3132648145824,2.57967228317393
56,2,1,0.847103533599684,13.9895135605423,9.88612149588932,25.7142293455794,1.99134646085547
57,0,1,4.27776735994647,9.43199385348641,9.13983747036587,25.8390583230715,3.34793175238847
58,2,0,0.118462682702149,16.1777512827437,30.3839153884556,42.8771992964586,4.49588268890908
59,2,1,4.57513255998492,12.168912332743,6.80010970138617,24.2481800313328,0.897848787127084
60,1,0,2.14125755708665,17.0252479426084,29.9122299191978,28.4479598915377,-0.0785665618683925
61,1,0,12.5328167244316,14.0361088218982,28.3368065058698,29.7077667735466,-0.847687482964951
62,2,0,2.1254324997342,15.7583638244043,28.9805093839546,34.9601193072638,5.88684478909088
63,0,0,18.9422310507836,16.7116084787397,28.7621864986752,32.9741698573152,1.68734937064075
64,1,0,10.9999700603464,17.3810773236129,31.7731877255876,24.6348658130939,-0.630099066047513
65,1,0,0.888998534835214,12.553654113801,23.7993891513241,32.3602234107401,0.763393033648818
66,2,1,21.6301668189764,16.4011761411686,12.2623080642668,29.228638295026,4.30449330134072
67,1,0,2.08569746464491,11.8478667483548,22.6942320070802,28.7370047440019,0.211340182698988
68,1,1,4.96746029704809,15.4055966086035,10.8592928254393,33.7667698535968,0.402063069145355
69,1,0,2.54256535321474,13.1818321195099,25.3325254565937,19.0406775806381,-1.54363353394137
70,1,0,23.6015122557495,14.8994264345292,28.8677438880052,21.0942590311852,-2.57898017176208
71,2,0,42.1040974904723,13.6618614490828,26.3091497039684,35.610576417917,3.9172232185557
72,2,0,4.03874639421701,17.2345186898194,32.1619257975535,26.7269628539592,3.45118633800151
73,0,0,35.4071852179542,11.7447169076963,20.8637051806105,28.6514010945679,3.08240054225679
74,0,0,2.7418546192348,12.9942879508601,25.3105118534931,19.1312889347856,1.13575338012007
75,1,1,17.5552225104513,8.18578891222618,6.84171147259659,20.1995709629291,0.0423021970761617
76,0,1,0.594836156004811,19.0466973785589,11.4863256802237,24.0018145427139,2.63210911098507
77,2,1,0.512997297818475,13.3999554130353,10.6063561934735,26.7685747242194,2.27744243936994
78,2,1,4.7447408128138,14.1185021712287,9.79129632139637,28.7422636111233,5.46081029004594
79,1,1,9.33352464768005,14.4159592901207,11.2742008649202,24.3560556508052,-1.28736703002078
80,0,1,6.99114144363072,10.9219240939255,8.56901080046592,35.4528724082965,6.7191009307375
81,0,0,1.8101107665888,14.088777062645,25.3933520753127,26.7514504345479,2.15455455613179
82,1,0,4.258549422957,11.4844376922912,22.5444740864515,24.6490885592716,-2.59093038816425
83,1,0,3.74190515414185,11.7493831531377,23.7009706519377,24.7187267113632,0.103338078636045
84,2,0,2.88588132709265,10.9782553201663,20.6301553039254,27.0131934085904,1.19329730923477
85,2,0,7.25377071606827,17.5142886705629,31.9176767685246,28.8777234197003,3.74149691246256
86,2,0,1.93584829103202,15.6305608594325,28.5693742213516,25.8962476637143,1.80228363524804
87,1,0,4.8285650415346,6.94334987702134,15.3286879563053,25.060960351643,-2.31201655371834
88,1,0,6.11335849855095,11.2130133887939,22.5536259381649,33.3893863017042,1.17924443176726
89,2,0,2.9502776497975,14.4768590034149,26.1500410628638,21.3772596157924,2.67827925479146
90,2,0,16.6861814997139,13.9362781849926,24.6122541970386,24.1794625895201,1.70114980614578
91,1,0,12.1461396939577,16.2087153669306,28.6179754760356,30.3053562838942,1.20352847896212
92,2,0,31.6896756721621,15.7448959550018,28.3002990836625,24.6162329178391,2.00634969667036
93,1,0,1.50691691786051,15.1305405492419,27.3024477818079,23.5540300492468,-0.407885213715921
94,0,1,16.3768569309813,12.4578413820949,9.99140397481608,20.0017081600021,0.237900581748071
95,2,1,36.2537384014127,14.6345679255191,9.49694125099554,28.5590585606625,2.89126176660843
96,2,1,1.75547062343028,17.254823325882,12.2979857433143,26.7235804127928,2.5796280375681
97,2,0,19.2174629486146,14.6069125682819,26.0570104921894,28.5872561280098,4.53443125951132
98,2,0,3.00031494521201,13.1686090371255,24.1561189999704,28.1306692213109,3.21594406416691
99,2,0,21.192694621763,9.87366089096894,19.7581222240264,23.7827617231574,3.46696062976215
100,1,0,5.10462536010891,13.9829555816839,27.0856635612342,21.7853255330444,-0.0743971847557194
101,0,0,11.2400194905223,15.6909009909875,27.859874972438,23.1920585678232,1.48932303415839
102,1,1,26.7249107534502,17.7943450764666,9.47077264892384,31.6842904011281,1.31495614411207
103,1,0,4.33008233550936,13.0926890606488,24.1083576261128,26.9802667065577,0.254349941742221
104,0,0,4.6961402753368,15.5188898068543,26.912606167722,27.0568115392543,1.58931775247812
105,2,0,0.539439490598621,16.8716636450869,30.2516659574852,33.943366840681,4.04287580055492
106,2,1,9.68485698061895,12.676255105255,9.66650442893421,26.6414800724894,5.0658753397061
107,2,1,7.54353010053647,12.8448835006223,9.17631459886875,26.1358412416344,4.61352308532235
108,0,0,7.07282102624786,21.505134761552,36.8098874049461,25.1387982871806,2.56980992095783
109,0,1,17.7516007973793,13.198675888089,9.29413599013443,28.8215167512297,2.69843394480069
110,2,0,3.56382263358682,13.9999856545586,26.463148523044,27.7218116372928,4.22897259505312
111,2,0,4.30381988175213,18.5965460768154,32.9118649487493,23.8759123615621,3.11068125444152
112,2,0,4.10939283283169,9.13595300555618,18.4926495263818,28.984339806759,3.27198572528292
113,2,0,11.8767309441453,13.1378422394184,22.7366708600796,38.795927801181,5.38205584470738
114,0,1,7.17608601744187,16.4924940598137,10.1349580295003,28.1080766724891,1.42014370381761
115,2,1,40.2703588248646,9.06529193511381,6.62781273645598,28.6718102874935,2.28760775591742
116,2,0,3.45098161604255,20.5182192163343,34.3565007367817,28.5166188796112,2.83169096143913
117,2,0,17.6970956652405,11.7246835335562,21.3174647533249,27.4552336211511,4.88290121835059
118,2,1,33.553174061883,15.1888323990332,11.0212468685775,24.4017854935786,1.92004593659503
119,2,0,18.1774257673862,14.7723139090637,27.3167730697787,25.7453696052485,3.04244951259071
120,0,0,18.9883631645682,15.1835539711802,27.6049278189539,30.5036545256801,4.0583721480318
121,1,0,0.164230461480685,11.5873962958395,22.213485153787,31.6105530261865,0.414302454959887
122,2,0,3.60961738042533,15.6904653411193,28.3361291642699,35.1172492184671,3.99787330542787
123,1,0,3.81087210823288,16.5630676178076,30.3540490648524,29.0800071054992,0.158497793956538
124,1,0,31.5801303996232,16.7236545300359,28.7776721999292,25.7957569503833,-0.1049510170995
125,0,1,6.88372970093042,15.7464239751752,12.0607017946886,32.5617481143977,5.50813093148014
126,1,1,32.8175410611515,11.6049485853614,8.95033183567433,20.2435023935717,-1.15046235184006
127,2,1,14.2584244712236,9.23427261675287,9.87903973411953,43.7653102867481,8.08912736134646
128,0,0,1.07048546977517,12.4891791104084,24.0223486797785,19.9262148114975,2.27734914608624
129,2,0,16.4361751257422,15.017282141879,26.018452960618,25.7434454346899,4.18717922955965
130,1,1,23.4400763163625,19.6302352244128,11.8096284538554,25.7936551411951,0.0181345409517679
131,2,0,5.31811502296478,15.8160198604752,27.9135566400833,30.2550549418413,3.62385185211995
132,1,1,3.82732222788036,15.2132186130829,10.1553349058553,35.9745743230828,1.84540504623101
133,0,0,1.74800206907094,11.1207726697007,21.8747046462845,22.0788696664005,2.27631047221398
134,2,0,1.39634651584957,11.4081636107699,21.2654503223474,27.1155755022316,3.22689837234652
135,0,0,8.30714117693615,9.12254977053618,15.7924942329617,26.0693973272043,2.29340780140091
136,1,1,10.535143976611,14.1807020651079,9.80729356027057,29.8148107138045,0.0181896649811649
137,1,1,4.40619111992419,10.3461313888653,8.7704200926343,26.7004727682775,-2.04439601745531
138,2,0,6.69093483127654,13.1319023973475,25.9297624462674,25.0209527862217,3.16771068217732
139,2,0,37.8890622199929,10.1621093620718,21.2367150022217,24.5569141831764,3.95489285829548
140,2,0,1.7188240305911,13.2532340216344,24.9879363102703,35.1397385255682,5.71838371653851
141,0,1,4.41134278196841,11.0355692771329,9.47936816728952,29.2736402545978,2.39401230422471
142,1,1,6.58916557207704,15.5003842027826,11.4741395369601,20.6268056281684,-1.74181508263153
143,1,0,1.07077178545296,11.8513445183974,22.8925491573722,22.5454865879668,1.55460601865875
144,0,0,4.89521727431566,13.4836084405216,26.9039502421968,19.1033231218814,3.86940284371125
145,2,1,12.7640030435742,12.7762307157309,8.76258926977651,24.7624455466889,4.08533980434548
146,2,0,42.0194540578578,14.9652481149131,26.9872183038494,30.1763242515955,2.84089841108683
147,1,1,6.70024681370705,14.9115973986939,10.9767026530017,23.975563188308,-0.701278678846414
148,0,0,2.09786123596132,11.547320710242,21.4294041592907,22.8152548158288,2.71648282899082
149,2,0,9.0526336760319,16.7489599005458,30.4734189903612,23.5276940101095,3.44442902012907
150,2,1,9.66994615229678,16.2767677854941,10.8915888743469,23.2018909060468,2.75329557236802
151,2,1,21.391771432945,15.2624906663984,12.3854590765632,25.4418608132639,1.25081212932975
152,2,1,0.418061115778983,9.20707365031898,7.35572977555191,32.5761621252643,3.58652936743431
153,0,1,27.8655708119988,16.420488281098,10.3330687484698,26.9294852865069,2.87300490306579
154,1,0,7.62101125817397,13.84582741635955,24.5095479461262,24.0271999051153,0.296566176971447
155,1,0,3.58126829378307,10.5785174186673,20.9604990584372,25.9310936595213,-1.28799717005513
156,2,1,25.9022401953421,14.3956872083046,8.19522789708069,36.7290051730414,5.97018201737791
157,0,1,10.252536534843,16.9034864843936,9.8995452401504,24.5992443461674,3.61856230124851
158,2,1,6.21669915039092,16.6317920157167,9.80512869145167,26.0310440452369,4.24849703668108
159,0,1,44.8947934259763,13.2265491357039,8.49994624762981,21.4840138470668,2.66942083478318
160,2,1,8.08454943778825,16.9861974048053,10.7868796880274,33.9402651656726,3.86635474381977
161,0,0,13.0059465575488,13.6659484106353,27.1381865200893,20.7767127212583,4.09791741631476
162,0,0,0.604805229593779,9.98232197134945,20.1709520279403,31.3422360904514,3.40044558615566
163,2,1,7.8030153639139,12.3559688200017,8.98804701892577,26.9613189317497,2.85865270096084
164,2,0,5.14551726169884,14.4680842383159,26.1525347747974,30.4378390670082,4.89397817903448
165,1,0,5.67630024971929,18.6433439002748,32.5262323794388,24.0752045957868,-1.869693494353
166,0,1,17.0255437857451,15.1476283874416,7.81668102355534,33.0999139466929,3.6015091061316
167,2,1,0.695088973177065,14.4047486980804,7.73507989653617,26.8866555347642,2.6979767284551
168,2,1,9.58429793785226,14.2187451210376,10.2350383980718,19.7113562725496,0.52853207038298
169,0,0,5.96335101872683,17.5874324003344,31.1986311042816,32.5613723048632,5.64650784064056
170,2,0,8.9600726078852,23.6677013871954,40.4870889923151,30.4390690686439,4.67140359635284
171,1,1,8.50313047836435,12.6593254644443,9.33252818045877,22.9219875510308,-0.68929946751432
172,1,0,19.8596798061373,15.5401582873594,30.2939904150202,30.7661548102409,1.57003618847711
173,2,0,4.85628142952919,10.3355836251465,19.4097980540639,25.0087638919765,1.75637724549809
174,2,1,7.1791019007088,16.8602949065858,10.1297353881503,32.1986171400692,3.65489597691858
175,1,1,1.26686530575608,9.72567396773283,8.79163986288843,23.068762006387,-1.23124706347474
176,1,0,2.94088984373957,15.5512900064825,28.3798543575397,26.137151118421,-0.476017388056038
177,0,0,12.806243635294,12.6820710189259,24.1847356844341,25.9985973053187,2.64623247346154
178,1,0,33.8230470551138,14.8644625440893,27.203872773686,33.7330665000446,1.41655881899125
179,2,0,15.2069846904817,12.2957586476322,23.7846719848426,30.3492598492157,3.05781918482415
180,2,1,9.2850460107894,14.7910451073265,11.9818842921188,27.7600708652815,3.92382998816336
181,0,1,2.58253863605287,11.8929690071835,10.3935954157212,28.7606172653872,2.00192640631449
182,0,0,11.0901510245622,13.5747837437888,24.0913432363595,22.0609304700973,1.5067027390393
183,2,0,2.94675367884338,12.4088556568013,22.7756635593281,30.6153802024581,1.65026377902846
184,1,1,18.4971514335814,10.3770272733896,10.6332700085156,30.1589681564425,-0.301922251594804
185,2,1,39.0907408834851,11.318709919231,8.62535838104665,29.43117446641,4.37074760638292
186,2,1,12.9679260398717,14.624019969467,10.7490608983933,21.9971269334552,2.5389072404668
187,2,0,0.981931518763304,12.2127566567313,23.0720918562883,32.3335076408845,4.01557756150958
188,0,1,13.2399759619172,14.5230943156653,9.69085825209896,26.7023002913857,2.20489373928156
189,2,0,5.87940873206527,11.6523841918764,21.4784573687339,26.7694359454117,3.70264524259867
190,1,1,0.0561143551021814,14.8510967737181,10.2676607487495,22.2850837540601,0.259586120880707
191,0,0,13.4080101917954,13.724901861879,26.4076324343366,23.6990123236993,2.33090876603808
192,0,0,10.8588020528818,14.7512196512747,27.8580150209339,26.4885995665564,2.4683837627657
193,2,0,26.3584820133122,15.5194277673821,29.1900394924032,17.5273017022249,0.844396818738133
194,2,0,7.6592652368665,18.2931184500603,32.3101987880113,32.2953061721813,3.44235637360281
195,0,0,26.1578557074994,11.9607522396074,21.7963177250232,26.5350041046766,4.1978633042031
196,2,1,31.6238411499147,12.674047114502,11.286181323097,29.6582852292816,3.58408725813724
197,1,0,2.41065753623843,12.6739880626126,24.1350931406091,20.0235297505101,-2.0435919254371
198,1,1,42.025435766684,13.6708469121207,8.83887557452562,24.0322654802084,-0.655867416916871
199,1,0,1.39292842708528,10.7223654425768,21.3009434728754,36.3282449960817,3.65290437295817
200,1,1,32.1180134249811,11.9574427195382,8.1679868649743,36.0468655095691,1.27772777447993
201,2,0,11.2302969548698,14.5703439208195,26.0173559805123,36.7635994717935,4.47740980318894
202,0,0,8.5865661387299,14.2683267415618,25.5267321616022,26.9214446188425,3.86639624399821
203,2,0,7.42705911355925,15.4470651174037,29.0412128815679,22.2809829046164,1.31855521081757
204,1,1,16.2694366081598,12.6018210173573,8.20902041608992,25.5292188047727,-0.800485085719658
205,0,1,5.16905215568841,15.7249469763494,9.22881394369636,21.0035728822292,2.43194401469848
206,2,1,17.6534368275645,15.1192888818674,10.5947684997443,26.4810727906403,1.90159855001095
207,1,1,6.07935084030032,10.4242599985473,9.41210172024936,26.1563887958992,-0.47728241196416
208,1,0,18.6751642256024,12.2888149601709,24.077493657573,22.1401849267158,-0.898368124278145
209,2,0,19.4259593068602,14.0883496410686,24.4782385437802,28.4344431353791,2.62947266982759
210,2,1,30.1255904121285,10.0609120829903,6.2544982366485,27.0295128092339,4.94339943247688
211,1,0,7.64109761412156,15.439201353239,30.3037652072741,27.7190159703953,0.590726763221681
212,2,0,16.3888548492434,13.0907491502392,25.2731583846134,23.3504862601619,3.93360456026955
213,2,0,4.41972735337913,12.3472726732983,24.269128277071,32.4338350881166,4.41722640828
214,2,1,7.37785519938428,13.7724651736088,11.3800819554061,26.0106251407267,3.69371630903627
215,0,0,1.35396326892078,13.0479929549345,24.714280318032,30.8875636225054,2.87525515298771
216,0,0,2.08498980849981,11.3059024791866,21.5884363480847,27.5496089521719,2.81768799813534
217,0,1,12.4113552361251,16.1215489221348,10.2830740848988,24.8500820570747,3.44891870455331
218,0,0,11.7422407395662,16.7190935559828,31.1376502123823,30.1019582179685,2.15717818327519
219,2,1,0.8966259425506,11.6561102555335,9.3323948133005,28.5972702534872,2.77850525013782
220,1,1,20.2923223367872,10.7901526466507,8.18542715172419,40.9797994639612,1.54393322355362
221,1,0,20.2056544451954,13.2581526682948,26.2348346830218,inf,2.05049421772495
222,2,0,0.641505676321685,16.8257005784234,31.468766246442,18.9128721598679,1.3621446306218
223,0,0,20.3792621186915,9.99136744389993,21.0040621226997,26.8733456673752,3.32275963565373
224,2,1,5.08556522894651,14.7083922692089,10.1475237404262,31.7405857238916,4.35754060966804
225,1,0,9.88629821645928,18.2102030572024,32.5085947951437,22.059249529222,0.815569390699291
226,1,0,5.93489055056125,15.6024168727579,30.5089657218082,28.1360885307693,-1.07764680974988
227,1,0,6.57774886116385,18.849048006497,33.0413572200743,27.4003583448061,-2.44944830320998
228,0,0,9.46173845749953,17.3052052922212,30.2814612388748,28.4385305905866,3.40301756017911
229,0,1,22.2312263200495,18.0752845627783,13.6628169149717,27.0389884674635,3.05422294137115
230,1,0,5.40560168214142,14.3273982963768,27.2797809295934,23.2862924484406,-0.743227035417934
231,0,1,7.18491341250853,16.0374832330692,9.7341986779071,25.4582903141199,2.0962761189135
232,1,0,23.6231713327291,13.0265423021401,26.0909227123629,34.1778992409552,1.58812579861864
233,1,0,15.7757115728202,13.9987082640435,26.1621697568318,29.0053127333124,-1.89660541872466
234,2,0,3.39124274352773,8.17943138482697,16.375043114261,32.7301478135114,2.81817238061343
235,2,1,0.05621038377285,10.547041664591,8.71268092016747,23.625501832405,3.02076327874706
236,0,1,1.68484090361744,13.6830080464055,8.86380763126272,19.6820594301655,0.0395763843763974
237,2,0,29.1294137371664,12.3682855855216,23.2210672549659,40.2485616608278,5.90974970314786
238,1,0,8.6783962040664,16.4351428410195,30.454212190621,30.4485230594873,0.612899887122013
239,0,0,29.3748398108368,18.4560001367163,30.7344298511414,23.5361015960149,1.54700107840158
240,0,1,0.0774860242381692,11.3168891896307,8.58228371529323,19.0184275151632,0.951504825479326
241,0,1,9.96531323487771,11.0489071938343,10.3675858145147,25.8934561450245,3.13912830293162
242,1,0,2.52688163258919,14.307448597825,26.8180271934033,24.3603338747785,-0.0630035147788889
243,2,1,7.13166669900429,15.3034354252932,11.09874649212,35.5279817124856,4.8228761558343
244,2,1,4.30018609389663,13.8315402405852,10.3438917879912,27.8477892605923,3.99720333044439
245,2,1,7.33695263001037,17.0959895167226,12.2301648971082,30.3675051250822,4.40962313556389
246,2,1,13.4202219821037,18.6040072591333,10.8302536468796,23.5970979642744,3.63733959184766
247,2,1,5.01837755087763,19.7390672153013,12.7532708598909,22.7179967314024,1.30864694796095
248,2,1,9.312114572644,14.3583889841894,9.77349846920622,25.5334135065936,2.73322057495691
249,1,1,4.90207029972225,15.661955647095,11.9466855240735,26.2629580125821,0.43011328134458
250,1,0,5.85385401267558,11.2067256415883,20.4794867981039,24.4927090080841,-0.208262173038683
251,1,1,21.212367007188,13.3635133613896,9.01342238372335,38.3985673815849,1.47299872362435
252,0,0,33.0144254846458,14.8187287160697,27.3471829752195,20.5695558482681,2.35818644476691
253,0,0,0.250394274480641,11.777241412323,22.8003667059371,20.7320256391984,1.22240252707909
254,0,1,2.61119007132947,14.5417557904947,10.7172307989789,57.2202959485298,7.69929312683537
255,1,0,0.822473351088536,19.0654042939588,32.4180599272571,23.9411644749098,-1.08811636727283
256,2,0,8.3159616119684,19.4575491390734,34.3441709714424,26.9775104581035,2.1850477330164
257,1,0,24.8673895547602,11.8102480991032,22.8298740816945,43.2250284331,2.90669357482994
258,1,0,12.750107962218,13.2203115185176,24.7305616041253,24.1399518088985,-0.960021486339553
259,1,0,7.11634537163091,10.2707420583247,21.1903276526885,25.8371023527962,-2.32404363186726
260,2,1,7.55628603723855,17.2296524662448,12.9393351445844,28.6892471836785,2.89400126187211
261,0,0,1.51407087687403,15.9856539336082,26.4678966874461,25.8235035903813,1.41433809207925
262,1,0,0.645976806990802,14.5881633802423,26.7278201362119,26.1445871884392,-0.247318402261301
263,2,0,2.42836918216199,9.94370067206484,17.9830570981699,25.1564299513758,3.08103403068625
264,2,1,2.98627150245011,12.0542502409619,8.58068093483355,29.4686201882481,1.15622864685401
265,1,1,13.211471279663,11.9656086223133,7.94530044349135,30.1839671744699,0.0062593132757363
266,2,0,6.3686537835747,16.1736801884738,29.6154800117825,23.9506145320902,3.00484671871408
267,1,0,4.03082400094718,16.0825426377036,29.8287289077832,30.0989882784688,-0.0751292406907665
268,0,1,2.024178184581,14.9139252996,9.3417207421908,23.0023537714887,0.470510671286576
269,2,0,11.4458908322723,11.9879874361776,22.0711393766611,30.5158618300002,3.27267670508438
270,2,0,24.9402965033863,11.6994192663363,22.7623440068226,30.5712492041798,4.47005497861395
271,2,0,36.2245485724366,17.195571403419,29.7617586559544,21.1655290992388,1.1770291572724
272,2,0,5.84502057638019,15.4638282756211,29.2407233679844,25.3172933125937,1.5645210835724
273,1,0,2.71897113416344,14.8784421152401,27.235460437112,25.9396674937988,-0.0842677006680137
274,2,1,0.089770657941699,13.0119425246738,8.91914671220982,30.9230449621555,4.1327532958279
275,1,1,7.10731266597811,14.5153201952229,10.6687226454794,32.9912975098684,2.9387842354862
276,0,1,11.0269338104086,16.597709668846,11.690070735478,44.2658119084796,5.07236116694498
277,1,0,0.347248245961964,10.9517727134072,21.3716766693795,28.6293210837395,-0.0894646063943468
278,2,0,4.43715203374302,12.2136796485112,23.3555743839849,32.931715260415,3.0222868258443
279,0,0,22.1433650180377,12.9531692607991,23.7386641575024,26.7514701659566,3.00756273340268
280,2,1,1.40809955541044,12.4655391538247,9.15455191992388,26.5728712331106,3.23199600314375
281,2,1,2.77316335063086,11.3988500484315,8.18603098974065,23.9207498771109,0.587519175897348
282,1,0,2.43442139588296,14.7029291679065,25.2958683768028,33.9130778841736,-0.43863641581882
283,1,0,18.5133439107778,19.286086174903,33.1751096763896,22.8646100556041,-0.439123114193998
284,2,1,9.59681097376061,11.4558338305473,8.89856761349532,25.4238592671544,2.01358494565671
285,2,0,0.846796007826924,15.7709564215865,27.617199449266,28.1999829791127,3.172862743742
286,2,0,6.23536068946123,14.4458169199792,26.3507651458261,26.294770956746,3.59569102277992
287,0,0,14.664311762059,15.9549539485227,29.471185102062,28.6121066407051,3.72876073606605
288,2,0,20.5941144554856,15.2208103817377,27.7036527508538,30.8269616020579,2.41689990097822
289,2,0,2.73096664343029,16.7849251783295,29.6813839109585,29.6575883956439,3.78173021725833
290,2,1,3.27010444831103,14.8079724164738,9.24941171671773,32.8437076555327,6.62282398053873
291,2,0,15.9648078847903,14.138372424927,26.7078119340479,28.1230160526348,2.48357583355341
292,0,0,14.2122661815117,13.6584397323939,25.5049184597441,29.0470477770523,2.87720087987184
293,2,0,10.6016374282063,16.3406060401847,29.65777041415,24.6869433850819,2.11673946469458
294,2,1,8.17891087058255,12.4496488351339,9.7531578072045,26.7656296079065,1.15550068246038
295,1,1,0.40551257493293,11.0068300220476,8.34687180661376,27.147081728308,0.896591924730276
296,1,0,4.95612557511777,11.8860625295625,23.6124482725565,37.623237642205,1.40863442053631
297,1,1,1.88934139455376,16.0535341432322,10.8250437807091,22.9461643739971,-0.0789145248692852
298,0,0,4.96217998676002,14.4075131727573,26.5569994826223,21.388045213532,0.940346883671408
299,1,0,5.80990708433092,10.236751231905,20.8029799980853,33.8342782323468,0.892419802612791
300,2,0,6.31295821163803,8.57384487791925,16.5797576676142,26.8660243706049,3.9462460983419
301,1,1,0.850782287307084,15.1234375412466,10.6426889792715,22.5763951150541,-2.11939996435376
302,2,0,6.60408724565059,12.8880812489136,23.6203448378969,31.8709599938184,3.3508523392341
303,2,1,6.56901520676911,16.8862502206937,11.9525069962901,31.4738427454886,2.90670017095734
304,2,1,2.37345149991579,12.0846587983978,9.45115082075115,inf,1.36788282309293
